"WINDMILL_ID";"MONTH";"YEAR";"ISPERFORMANCE";"PLANPERFORMANCE";"UNIT";"IS_PERFORMANCE(PCT)"
2;1;"2019";1242763.0;1517798.0;1;0.0
2;1;"2020";1740879.0;1517798.0;1;0.0
2;1;"2021";1108739.0;1517798.0;1;0.0
2;2;"2019";1190516.0;1192808.0;1;0.0
2;2;"2020";2166373.0;1192808.0;1;0.0
2;2;"2021";942533.0;1192808.0;1;0.0
2;3;"2019";1638668.0;1051508.0;1;0.0
2;3;"2020";1719152.0;1051508.0;1;0.0
2;3;"2021";1011710.0;1051508.0;1;0.0
2;4;"2019";1018948.0;853688.0;1;0.0
2;4;"2020";960144.0;853688.0;1;0.0
2;4;"2021";692782.0;853688.0;1;0.0
2;5;"2019";776106.0;777150.0;1;0.0
2;5;"2020";863929.0;777150.0;1;0.0
2;5;"2021";961050.0;777150.0;1;0.0
2;6;"2019";848019.0;628785.0;1;0.0
2;6;"2020";728561.0;628785.0;1;0.0
2;6;"2021";407498.0;628785.0;1;0.0
2;7;"2019";656115.0;584040.0;1;0.0
2;7;"2020";743882.0;584040.0;1;0.0
2;7;"2021";599474.0;584040.0;1;0.0
2;8;"2019";926552.0;654690.0;1;0.0
2;8;"2020";811305.0;654690.0;1;0.0
2;8;"2021";704928.0;654690.0;1;0.0
2;9;"2019";1007093.0;733583.0;1;0.0
2;9;"2020";781564.0;733583.0;1;0.0
2;9;"2021";615504.0;733583.0;1;0.0
2;10;"2019";1243330.0;996165.0;1;0.0
2;10;"2020";1697973.0;996165.0;1;0.0
2;10;"2021";1364956.0;996165.0;1;0.0
2;11;"2019";1105119.0;1116270.0;1;0.0
2;11;"2020";1412296.0;1116270.0;1;0.0
2;11;"2021";0.0;1116270.0;1;0.0
2;12;"2019";1532437.0;1668518.0;1;0.0
2;12;"2020";1246820.0;1668518.0;1;0.0
2;12;"2021";0.0;1668518.0;1;0.0
3;1;"2019";1552048.0;1517798.0;1;0.0
3;1;"2020";1808553.0;1517798.0;1;0.0
3;1;"2021";1091967.0;1517798.0;1;0.0
3;2;"2019";1213379.0;1192808.0;1;0.0
3;2;"2020";2021972.0;1192808.0;1;0.0
3;2;"2021";1082285.0;1192808.0;1;0.0
3;3;"2019";1634962.0;1051508.0;1;0.0
3;3;"2020";1534654.0;1051508.0;1;0.0
3;3;"2021";1026312.0;1051508.0;1;0.0
3;4;"2019";1165051.0;853688.0;1;0.0
3;4;"2020";863885.0;853688.0;1;0.0
3;4;"2021";682756.0;853688.0;1;0.0
3;5;"2019";827047.0;777150.0;1;0.0
3;5;"2020";678923.0;777150.0;1;0.0
3;5;"2021";883347.0;777150.0;1;0.0
3;6;"2019";885824.0;628785.0;1;0.0
3;6;"2020";697024.0;628785.0;1;0.0
3;6;"2021";275220.0;0.0;1;0.0
3;7;"2019";725355.0;584040.0;1;0.0
3;7;"2020";712066.0;584040.0;1;0.0
3;7;"2021";624717.0;584040.0;1;0.0
3;8;"2019";990912.0;654690.0;1;0.0
3;8;"2020";927061.0;654690.0;1;0.0
3;8;"2021";790336.0;654690.0;1;0.0
3;9;"2019";1020371.0;733583.0;1;0.0
3;9;"2020";852910.0;733583.0;1;0.0
3;9;"2021";658710.0;733583.0;1;0.0
3;10;"2019";1468766.0;996165.0;1;0.0
3;10;"2020";1671278.0;996165.0;1;0.0
3;10;"2021";1243992.0;996165.0;1;0.0
3;11;"2019";1291856.0;1116270.0;1;0.0
3;11;"2020";1467722.0;1116270.0;1;0.0
3;11;"2021";0.0;0.0;1;0.0
3;12;"2019";1794325.0;1668518.0;1;0.0
3;12;"2020";1227665.0;1668518.0;1;0.0
3;12;"2021";0.0;0.0;1;0.0
4;1;"2019";1470956.0;1517798.0;1;0.0
4;1;"2020";1458044.0;1517798.0;1;0.0
4;1;"2021";1006824.0;1517798.0;1;0.0
4;2;"2019";1155352.0;1192808.0;1;0.0
4;2;"2020";1757975.0;1192808.0;1;0.0
4;2;"2021";974940.0;1192808.0;1;0.0
4;3;"2019";1621329.0;1051508.0;1;0.0
4;3;"2020";1278657.0;1051508.0;1;0.0
4;3;"2021";901284.0;1051508.0;1;0.0
4;4;"2019";1021382.0;853688.0;1;0.0
4;4;"2020";767483.0;853688.0;1;0.0
4;4;"2021";676972.0;853688.0;1;0.0
4;5;"2019";689551.0;777150.0;1;0.0
4;5;"2020";797091.0;777150.0;1;0.0
4;5;"2021";936984.0;777150.0;1;0.0
4;6;"2019";767965.0;628785.0;1;0.0
4;6;"2020";560439.0;628785.0;1;0.0
4;6;"2021";366126.0;628785.0;1;0.0
4;7;"2019";659207.0;584040.0;1;0.0
4;7;"2020";595070.0;584040.0;1;0.0
4;7;"2021";549389.0;584040.0;1;0.0
4;8;"2019";934003.0;654690.0;1;0.0
4;8;"2020";787075.0;654690.0;1;0.0
4;8;"2021";705249.0;654690.0;1;0.0
4;9;"2019";966966.0;733583.0;1;0.0
4;9;"2020";736105.0;733583.0;1;0.0
4;9;"2021";661408.0;733583.0;1;0.0
4;10;"2019";1359098.0;996165.0;1;0.0
4;10;"2020";1479115.0;996165.0;1;0.0
4;10;"2021";1150481.0;996165.0;1;0.0
4;11;"2019";1101606.0;1116270.0;1;0.0
4;11;"2020";1362428.0;1116270.0;1;0.0
4;11;"2021";0.0;1116270.0;1;0.0
4;12;"2019";1529280.0;1668518.0;1;0.0
4;12;"2020";1096424.0;1668518.0;1;0.0
4;12;"2021";0.0;1668518.0;1;0.0
5;1;"2019";1615045.0;1517798.0;1;0.0
5;1;"2020";1669099.0;1517798.0;1;0.0
5;1;"2021";958804.0;1517798.0;1;0.0
5;2;"2019";1215534.0;1192808.0;1;0.0
5;2;"2020";1971359.0;1192808.0;1;0.0
5;2;"2021";900295.0;1192808.0;1;0.0
5;3;"2019";1581110.0;1051508.0;1;0.0
5;3;"2020";1490291.0;1051508.0;1;0.0
5;3;"2021";858371.0;1051508.0;1;0.0
5;4;"2019";1059366.0;853688.0;1;0.0
5;4;"2020";884061.0;853688.0;1;0.0
5;4;"2021";554961.0;853688.0;1;0.0
5;5;"2019";729978.0;777150.0;1;0.0
5;5;"2020";785043.0;777150.0;1;0.0
5;5;"2021";884082.0;777150.0;1;0.0
5;6;"2019";784465.0;628785.0;1;0.0
5;6;"2020";700443.0;628785.0;1;0.0
5;6;"2021";388286.0;628785.0;1;0.0
5;7;"2019";632066.0;584040.0;1;0.0
5;7;"2020";664066.0;584040.0;1;0.0
5;7;"2021";520337.0;584040.0;1;0.0
5;8;"2019";872696.0;654690.0;1;0.0
5;8;"2020";772756.0;654690.0;1;0.0
5;8;"2021";625485.0;654690.0;1;0.0
5;9;"2019";860375.0;733583.0;1;0.0
5;9;"2020";729657.0;733583.0;1;0.0
5;9;"2021";574516.0;733583.0;1;0.0
5;10;"2019";1279602.0;996165.0;1;0.0
5;10;"2020";1448613.0;996165.0;1;0.0
5;10;"2021";1108589.0;996165.0;1;0.0
5;11;"2019";1131597.0;1116270.0;1;0.0
5;11;"2020";1278750.0;1116270.0;1;0.0
5;11;"2021";0.0;1116270.0;1;0.0
5;12;"2019";1677129.0;1668518.0;1;0.0
5;12;"2020";1023052.0;1668518.0;1;0.0
5;12;"2021";0.0;1668518.0;1;0.0
6;1;"2019";1453293.0;1517798.0;1;0.0
6;1;"2020";1720922.0;1517798.0;1;0.0
6;1;"2021";899284.0;1517798.0;1;0.0
6;2;"2019";1139008.0;1192808.0;1;0.0
6;2;"2020";1756062.0;1192808.0;1;0.0
6;2;"2021";914349.0;1192808.0;1;0.0
6;3;"2019";1498517.0;1051508.0;1;0.0
6;3;"2020";1432114.0;1051508.0;1;0.0
6;3;"2021";907136.0;1051508.0;1;0.0
6;4;"2019";932485.0;853688.0;1;0.0
6;4;"2020";753586.0;853688.0;1;0.0
6;4;"2021";609241.0;853688.0;1;0.0
6;5;"2019";758262.0;777150.0;1;0.0
6;5;"2020";693441.0;777150.0;1;0.0
6;5;"2021";745178.0;777150.0;1;0.0
6;6;"2019";800752.0;628785.0;1;0.0
6;6;"2020";677951.0;628785.0;1;0.0
6;6;"2021";356392.0;628785.0;1;0.0
6;7;"2019";649487.0;584040.0;1;0.0
6;7;"2020";577390.0;584040.0;1;0.0
6;7;"2021";485829.0;584040.0;1;0.0
6;8;"2019";932235.0;654690.0;1;0.0
6;8;"2020";837775.0;654690.0;1;0.0
6;8;"2021";662987.0;654690.0;1;0.0
6;9;"2019";958817.0;733583.0;1;0.0
6;9;"2020";770884.0;733583.0;1;0.0
6;9;"2021";554293.0;733583.0;1;0.0
6;10;"2019";1359069.0;996165.0;1;0.0
6;10;"2020";1357450.0;996165.0;1;0.0
6;10;"2021";1135271.0;996165.0;1;0.0
6;11;"2019";1230087.0;1116270.0;1;0.0
6;11;"2020";1138821.0;1116270.0;1;0.0
6;11;"2021";0.0;1116270.0;1;0.0
6;12;"2019";1631582.0;1668518.0;1;0.0
6;12;"2020";911616.0;1668518.0;1;0.0
6;12;"2021";0.0;1668518.0;1;0.0
7;1;"2019";1607234.0;1517798.0;1;0.0
7;1;"2020";1743329.0;1517798.0;1;0.0
7;1;"2021";843921.0;1517798.0;1;0.0
7;2;"2019";1136342.0;1192808.0;1;0.0
7;2;"2020";1820132.0;1192808.0;1;0.0
7;2;"2021";926050.0;1192808.0;1;0.0
7;3;"2019";1493913.0;1051508.0;1;0.0
7;3;"2020";1561688.0;1051508.0;1;0.0
7;3;"2021";834783.0;1051508.0;1;0.0
7;4;"2019";1083785.0;853688.0;1;0.0
7;4;"2020";852784.0;853688.0;1;0.0
7;4;"2021";650248.0;853688.0;1;0.0
7;5;"2019";830834.0;777150.0;1;0.0
7;5;"2020";772254.0;777150.0;1;0.0
7;5;"2021";704711.0;777150.0;1;0.0
7;6;"2019";814961.0;628785.0;1;0.0
7;6;"2020";698722.0;628785.0;1;0.0
7;6;"2021";341742.0;628785.0;1;0.0
7;7;"2019";610018.0;584040.0;1;0.0
7;7;"2020";575036.0;584040.0;1;0.0
7;7;"2021";480088.0;584040.0;1;0.0
7;8;"2019";842654.0;654690.0;1;0.0
7;8;"2020";832187.0;654690.0;1;0.0
7;8;"2021";550187.0;654690.0;1;0.0
7;9;"2019";836490.0;733583.0;1;0.0
7;9;"2020";802317.0;733583.0;1;0.0
7;9;"2021";558206.0;733583.0;1;0.0
7;10;"2019";1302529.0;996165.0;1;0.0
7;10;"2020";1371486.0;996165.0;1;0.0
7;10;"2021";947489.0;996165.0;1;0.0
7;11;"2019";1276687.0;1116270.0;1;0.0
7;11;"2020";1287241.0;1116270.0;1;0.0
7;11;"2021";0.0;1116270.0;1;0.0
7;12;"2019";1591519.0;1668518.0;1;0.0
7;12;"2020";1171833.0;1668518.0;1;0.0
7;12;"2021";0.0;1668518.0;1;0.0
8;1;"2019";1445534.0;1517798.0;1;0.0
8;1;"2020";1371986.0;1517798.0;1;0.0
8;1;"2021";926704.0;1517798.0;1;0.0
8;2;"2019";1193279.0;1192808.0;1;0.0
8;2;"2020";1429916.0;1192808.0;1;0.0
8;2;"2021";788497.0;1192808.0;1;0.0
8;3;"2019";1606017.0;1051508.0;1;0.0
8;3;"2020";1222053.0;1051508.0;1;0.0
8;3;"2021";897663.0;1051508.0;1;0.0
8;4;"2019";1119741.0;853688.0;1;0.0
8;4;"2020";732207.0;853688.0;1;0.0
8;4;"2021";701444.0;853688.0;1;0.0
8;5;"2019";914961.0;777150.0;1;0.0
8;5;"2020";763829.0;777150.0;1;0.0
8;5;"2021";724797.0;777150.0;1;0.0
8;6;"2019";909958.0;628785.0;1;0.0
8;6;"2020";663328.0;628785.0;1;0.0
8;6;"2021";245214.0;628785.0;1;0.0
8;7;"2019";784510.0;584040.0;1;0.0
8;7;"2020";523670.0;584040.0;1;0.0
8;7;"2021";355099.0;584040.0;1;0.0
8;8;"2019";939575.0;654690.0;1;0.0
8;8;"2020";579722.0;654690.0;1;0.0
8;8;"2021";466146.0;654690.0;1;0.0
8;9;"2019";791782.0;733583.0;1;0.0
8;9;"2020";614469.0;733583.0;1;0.0
8;9;"2021";480183.0;733583.0;1;0.0
8;10;"2019";1201410.0;996165.0;1;0.0
8;10;"2020";1215905.0;996165.0;1;0.0
8;10;"2021";985977.0;996165.0;1;0.0
8;11;"2019";1010737.0;1116270.0;1;0.0
8;11;"2020";1124080.0;1116270.0;1;0.0
8;11;"2021";0.0;1116270.0;1;0.0
8;12;"2019";1286738.0;1668518.0;1;0.0
8;12;"2020";937875.0;1668518.0;1;0.0
8;12;"2021";0.0;1668518.0;1;0.0
9;1;"2019";1393352.0;1517798.0;1;0.0
9;1;"2020";1495533.0;1517798.0;1;0.0
9;1;"2021";843153.0;1517798.0;1;0.0
9;2;"2019";996601.0;1192808.0;1;0.0
9;2;"2020";1620803.0;1192808.0;1;0.0
9;2;"2021";824560.0;1192808.0;1;0.0
9;3;"2019";1449849.0;1051508.0;1;0.0
9;3;"2020";1348808.0;1051508.0;1;0.0
9;3;"2021";751143.0;1051508.0;1;0.0
9;4;"2019";921220.0;853688.0;1;0.0
9;4;"2020";823239.0;853688.0;1;0.0
9;4;"2021";610725.0;853688.0;1;0.0
9;5;"2019";681443.0;777150.0;1;0.0
9;5;"2020";734934.0;777150.0;1;0.0
9;5;"2021";749989.0;777150.0;1;0.0
9;6;"2019";695711.0;628785.0;1;0.0
9;6;"2020";652567.0;628785.0;1;0.0
9;6;"2021";361182.0;628785.0;1;0.0
9;7;"2019";595867.0;584040.0;1;0.0
9;7;"2020";508383.0;584040.0;1;0.0
9;7;"2021";422741.0;584040.0;1;0.0
9;8;"2019";742096.0;654690.0;1;0.0
9;8;"2020";723148.0;654690.0;1;0.0
9;8;"2021";454234.0;654690.0;1;0.0
9;9;"2019";786655.0;733583.0;1;0.0
9;9;"2020";710188.0;733583.0;1;0.0
9;9;"2021";465878.0;733583.0;1;0.0
9;10;"2019";1107909.0;996165.0;1;0.0
9;10;"2020";1336663.0;996165.0;1;0.0
9;10;"2021";894746.0;996165.0;1;0.0
9;11;"2019";1013647.0;1116270.0;1;0.0
9;11;"2020";1077383.0;1116270.0;1;0.0
9;11;"2021";0.0;1116270.0;1;0.0
9;12;"2019";1442801.0;1668518.0;1;0.0
9;12;"2020";1013689.0;1668518.0;1;0.0
9;12;"2021";0.0;1668518.0;1;0.0
10;1;"2019";1515757.0;1517798.0;1;0.0
10;1;"2020";1531855.0;1517798.0;1;0.0
10;1;"2021";899896.0;1517798.0;1;0.0
10;2;"2019";1143998.0;1192808.0;1;0.0
10;2;"2020";1655634.0;1192808.0;1;0.0
10;2;"2021";758983.0;1192808.0;1;0.0
10;3;"2019";1396989.0;1051508.0;1;0.0
10;3;"2020";1170883.0;1051508.0;1;0.0
10;3;"2021";888371.0;1051508.0;1;0.0
10;4;"2019";920230.0;853688.0;1;0.0
10;4;"2020";718073.0;853688.0;1;0.0
10;4;"2021";735369.0;853688.0;1;0.0
10;5;"2019";724556.0;777150.0;1;0.0
10;5;"2020";611314.0;777150.0;1;0.0
10;5;"2021";636160.0;777150.0;1;0.0
10;6;"2019";747410.0;628785.0;1;0.0
10;6;"2020";499450.0;628785.0;1;0.0
10;6;"2021";295119.0;628785.0;1;0.0
10;7;"2019";653578.0;584040.0;1;0.0
10;7;"2020";539923.0;584040.0;1;0.0
10;7;"2021";351053.0;584040.0;1;0.0
10;8;"2019";796382.0;654690.0;1;0.0
10;8;"2020";711830.0;654690.0;1;0.0
10;8;"2021";598092.0;654690.0;1;0.0
10;9;"2019";798998.0;733583.0;1;0.0
10;9;"2020";629098.0;733583.0;1;0.0
10;9;"2021";498195.0;733583.0;1;0.0
10;10;"2019";1141009.0;996165.0;1;0.0
10;10;"2020";1221537.0;996165.0;1;0.0
10;10;"2021";947827.0;996165.0;1;0.0
10;11;"2019";1056811.0;1116270.0;1;0.0
10;11;"2020";1046807.0;1116270.0;1;0.0
10;11;"2021";0.0;1116270.0;1;0.0
10;12;"2019";1519730.0;1668518.0;1;0.0
10;12;"2020";882336.0;1668518.0;1;0.0
10;12;"2021";0.0;1668518.0;1;0.0
11;1;"2019";1625958.0;1517798.0;1;0.0
11;1;"2020";1713994.0;1517798.0;1;0.0
11;1;"2021";868015.0;1517798.0;1;0.0
11;2;"2019";1165376.0;1192808.0;1;0.0
11;2;"2020";1642838.0;1192808.0;1;0.0
11;2;"2021";987002.0;1192808.0;1;0.0
11;3;"2019";1595174.0;1051508.0;1;0.0
11;3;"2020";1433308.0;1051508.0;1;0.0
11;3;"2021";726712.0;1051508.0;1;0.0
11;4;"2019";1181318.0;853688.0;1;0.0
11;4;"2020";840968.0;853688.0;1;0.0
11;4;"2021";599065.0;853688.0;1;0.0
11;5;"2019";830658.0;777150.0;1;0.0
11;5;"2020";736882.0;777150.0;1;0.0
11;5;"2021";707076.0;777150.0;1;0.0
11;6;"2019";895002.0;628785.0;1;0.0
11;6;"2020";710386.0;628785.0;1;0.0
11;6;"2021";297904.0;628785.0;1;0.0
11;7;"2019";739294.0;584040.0;1;0.0
11;7;"2020";551595.0;584040.0;1;0.0
11;7;"2021";511026.0;584040.0;1;0.0
11;8;"2019";961455.0;654690.0;1;0.0
11;8;"2020";796909.0;654690.0;1;0.0
11;8;"2021";512550.0;654690.0;1;0.0
11;9;"2019";1009349.0;733583.0;1;0.0
11;9;"2020";582584.0;733583.0;1;0.0
11;9;"2021";486255.0;733583.0;1;0.0
11;10;"2019";1406921.0;996165.0;1;0.0
11;10;"2020";1382275.0;996165.0;1;0.0
11;10;"2021";1123330.0;996165.0;1;0.0
11;11;"2019";1275970.0;1116270.0;1;0.0
11;11;"2020";1126915.0;1116270.0;1;0.0
11;11;"2021";0.0;1116270.0;1;0.0
11;12;"2019";1621086.0;1668518.0;1;0.0
11;12;"2020";1094388.0;1668518.0;1;0.0
11;12;"2021";0.0;1668518.0;1;0.0
12;1;"2019";1430305.0;1517798.0;1;0.0
12;1;"2020";1476017.0;1517798.0;1;0.0
12;1;"2021";825546.0;1517798.0;1;0.0
12;2;"2019";1113410.0;1192808.0;1;0.0
12;2;"2020";1490333.0;1192808.0;1;0.0
12;2;"2021";846149.0;1192808.0;1;0.0
12;3;"2019";1438331.0;1051508.0;1;0.0
12;3;"2020";1264550.0;1051508.0;1;0.0
12;3;"2021";892727.0;1051508.0;1;0.0
12;4;"2019";1020817.0;853688.0;1;0.0
12;4;"2020";773687.0;853688.0;1;0.0
12;4;"2021";649211.0;853688.0;1;0.0
12;5;"2019";663483.0;777150.0;1;0.0
12;5;"2020";724368.0;777150.0;1;0.0
12;5;"2021";721588.0;777150.0;1;0.0
12;6;"2019";759255.0;628785.0;1;0.0
12;6;"2020";688271.0;628785.0;1;0.0
12;6;"2021";356407.0;628785.0;1;0.0
12;7;"2019";685683.0;584040.0;1;0.0
12;7;"2020";573591.0;584040.0;1;0.0
12;7;"2021";348694.0;584040.0;1;0.0
12;8;"2019";833009.0;654690.0;1;0.0
12;8;"2020";732714.0;654690.0;1;0.0
12;8;"2021";465350.0;654690.0;1;0.0
12;9;"2019";785796.0;733583.0;1;0.0
12;9;"2020";635639.0;733583.0;1;0.0
12;9;"2021";511137.0;733583.0;1;0.0
12;10;"2019";1205338.0;996165.0;1;0.0
12;10;"2020";1325450.0;996165.0;1;0.0
12;10;"2021";1013714.0;996165.0;1;0.0
12;11;"2019";1183999.0;1116270.0;1;0.0
12;11;"2020";1094363.0;1116270.0;1;0.0
12;11;"2021";0.0;1116270.0;1;0.0
12;12;"2019";1416393.0;1668518.0;1;0.0
12;12;"2020";971837.0;1668518.0;1;0.0
12;12;"2021";0.0;1668518.0;1;0.0
13;1;"2019";1644903.0;1517798.0;1;0.0
13;1;"2020";1761962.0;1517798.0;1;0.0
13;1;"2021";921241.0;1517798.0;1;0.0
13;2;"2019";1037693.0;1192808.0;1;0.0
13;2;"2020";1798799.0;1192808.0;1;0.0
13;2;"2021";962872.0;1192808.0;1;0.0
13;3;"2019";1499217.0;1051508.0;1;0.0
13;3;"2020";1542103.0;1051508.0;1;0.0
13;3;"2021";1235279.0;1051508.0;1;0.0
13;4;"2019";1121599.0;853688.0;1;0.0
13;4;"2020";866718.0;853688.0;1;0.0
13;4;"2021";784857.0;853688.0;1;0.0
13;5;"2019";787064.0;777150.0;1;0.0
13;5;"2020";778700.0;777150.0;1;0.0
13;5;"2021";789183.0;777150.0;1;0.0
13;6;"2019";796890.0;628785.0;1;0.0
13;6;"2020";642293.0;628785.0;1;0.0
13;6;"2021";351672.0;628785.0;1;0.0
13;7;"2019";569147.0;584040.0;1;0.0
